"EUMIDA ID","National ID","Country Code","Institution Name","English Institution Name","Institution Name Comments","Institution Name; Reference Year","Institution Name; Data Flag","Institution Name; Data Source","Institution Name; Date Data Collection","Institution Category; National Language","Institution Category; English","Institution Category; Comments","Institution Category; Reference Year","Institution Category; Data Flag","Institution Category; Data Source","Institution Category; Date Data Collection","NUTS Region","Region; Comments","Region; Reference Year","Region; Data Flag","Region; Data Source","Region; Date Data Collection","Legal Status","Legal Status; Comments","Legal Status; Reference Year","Legal Status; Data Flag","Legal Status; Data Source","Legal Status; Date Data Collection","Current Status Year","Current Status Year; Comments","Current Status Year; Reference Year","Current Status Year; Data Flag","Current Status Year; Data Source","Current Status Year; Date Data Collection","Foundation Year","Foundation Year; Comments","Foundation Year; Reference Year","Foundation Year; Data Flag","Foundation Year; Data Source","Foundation Year; Date Data Collection","Distance Education","Distance Education; Comments","Distance Education; Reference Year","Distance Education; Data Flag","Distance Education; Data Source","Distance Education; Date Data Collection","Research Active","Research Active; Comments","Research Active; Reference Year","Research Active; Data Flag","Research Active; Data Source","Research Active; Date Data Collection","University Hospital","University Hospital; Comments","University Hospital; Reference Year","University Hospital; Data Flag","University Hospital; Data Source","University Hospital; Date Data Collection","Education Field; General","Education Field; Education","Education Field; Humanities and Arts","Education Field; Social Sciences, Business and L aw","Education Field; Sciences","Education Field; Engineering, Manufacturing and Construction","Education Field; Agriculture","Education Field; Health and Welfare","Education Field; Services","Education Field; Comments","Education Fields; Reference Year","Education Fields; Data Flag","Education Fields; Data Source","Education Fields; Date Data Collection","Highest Degree Awarded","Highest Degree Awarded; Comments","Highest Degree; Reference Year","Highest Degree; Data Flag","Highest Degree; Data Source","Highest Degree, Date DataCollection","Doctorate Degrees Awarded","Doctorate Degrees; Comments","Doctorate Degrees Awarded; Reference Year","Doctorate Degrees Awarded; Data Flag","Doctorate Degrees Awarded; Data Source","Doctorate Degrees Awarded; Date Data Collection","Students ISCED5","Students ISCED5; Comments","Students ISCED5; Reference Year","Students ISCED5; Data Flag","Institution Students ISCED5; Data Source","Students ISCED5; Date Data Collection","International Students ISCED5","International Students ISCED5; Comments","International Students ISCED5; Reference Year","International Students ISCED5; Data Flag","International Students ISCED5; Data Source","International Students ISCED5, Date Data Collection","Students ISCED6","Students ISCED6; Comments","Students ISCED6; Reference Year","Institution Students ISCED6; Data Flag","Students ISCED6; Data Source","Students ISCED6; Date Data Collection","International Students ISCED6","International Students ISCED6; Comments","International Students ISCED6; Reference Year","International Students ISCED6; Data Flag","International Students ISCED6; Data Source","International Students ISCED6; Date Data Collection","Total Staff","Total Staff Comments","Total Staff; Reference Year","Total Staff; Data Flag","Total Staff; Data Source","Total Staff; Date Data Collection",
"RO046","RO046","RO","UNIVERSITATEA DE STIINTE AGRON. SI MED. VETER. DIN BUCURESTI","Academy of Economic Studies of Bucharest","Personal translation of the name into English.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO08, RO03",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1852,"http://www.usamv.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1852,"http://www.usamv.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","No","Present","Yes","Yes","No","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,200,,2008,,"National Institute of Statistics",05/02/2010,17006,,2008,,"National Institute of Statistics",05/02/2010,146,,2008,,"National Institute of Statistics",05/02/2010,697,,2008,,"National Institute of Statistics",05/02/2010,31,,2008,,"National Institute of Statistics",05/02/2010,1006,,2008,,"National Institute of Statistics",05/02/2010,
"RO056","RO056","RO","UNIVERSITATEA DE VEST "" VASILE GOLDIS "" ARAD","“VASILE GOLDIŞ” WESTERN UNIVERSITY OF ARAD","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO05, RO06",,2008,,"National Institute of Statistics",05/02/2010,"Private",,2008,,"National Institute of Statistics","05.02.2010",1990,"http://www.uvvg.ro/site/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1990,"http://www.uvvg.ro/site/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","Present","Present","Yes","Present","Present","Present","Yes","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not available","National Institute of Statistics",05/02/2010,12250,,2008,,"National Institute of Statistics",05/02/2010,64,,2008,,"National Institute of Statistics",05/02/2010,42,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not available",,05/02/2010,720,,2008,,"National Institute of Statistics",05/02/2010,
"RO038","RO038","RO","UNIVERSITATEA DE VEST DIN TIMISOARA","West University of Timişoara","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO05",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1998,"http://www.uvt.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1944,"http://www.uvt.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","Present","Yes","Yes","Yes","No","No","Present","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,43,,2008,,"National Institute of Statistics",05/02/2010,24238,,2008,,"National Institute of Statistics",05/02/2010,335,,2008,,"National Institute of Statistics",05/02/2010,312,,2008,,"National Institute of Statistics",05/02/2010,10,,2008,,"National Institute of Statistics",05/02/2010,1192,,2008,,"National Institute of Statistics",05/02/2010,
"RO019","RO019","RO","UNIVERSITATEA DIN CRAIOVA - DOLJ","University of  Craiova","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO04","Different establishments in the same NUTS region",2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1947,"http://www.ucv.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1947,"http://www.ucv.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","Present","Yes","Yes","Present","Yes","Present","Present","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not available","National Institute of Statistics",05/02/2010,32141,,2008,,"National Institute of Statistics",05/02/2010,179,,2008,,"National Institute of Statistics",05/02/2010,3,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not available",,05/02/2010,1804,,2008,,"National Institute of Statistics",05/02/2010,
"RO005","RO005","RO","UNIVERSITATEA DIN ORADEA - BIHOR","University of Oradea","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO06",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1990,"http://www.uoradea.ro",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1780,"http://www.uoradea.ro",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","Present","Present","Yes","Present","Yes","Present","Yes","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,16,,2008,,"National Institute of Statistics",05/02/2010,22541,,2008,,"National Institute of Statistics",05/02/2010,312,,2008,,"National Institute of Statistics",05/02/2010,227,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not available",,05/02/2010,1772,,2008,,"National Institute of Statistics",05/02/2010,
"RO003","RO003","RO","UNIVERSITATEA DIN PITESTI - ARGES","University of Pitesti","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO03, RO04","Different establishments in the same NUTS region",2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1991,"http://www.upit.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1962,"http://www.upit.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","Present","Yes","Yes","Present","Yes","Present","Present","Yes","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,60,,2008,,"National Institute of Statistics",05/02/2010,19579,,2008,,"National Institute of Statistics",05/02/2010,69,,2008,,"National Institute of Statistics",05/02/2010,73,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not available",,05/02/2010,791,,2008,,"National Institute of Statistics",05/02/2010,
"RO065","RO065","RO","UNIVERSITATEA ECOLOGICA "" DIMITRIE CANTEMIR "" TG.MURES","""Dimitrei Cantemir"" University of Targu Mures","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO07",,2008,,"National Institute of Statistics",05/02/2010,"Private",,2008,,"National Institute of Statistics","05.02.2010",1993,"http://www.cantemir.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1993,"http://www.cantemir.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","Yes","Yes","No","No","No","Yes",,2008,,"National Institute of Statistics",05/02/2010,"Master or pre-Bologna equivalent",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,2163,,2008,,"National Institute of Statistics",05/02/2010,3,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,107,,2008,,"National Institute of Statistics",05/02/2010,
"RO074","RO074","RO","UNIVERSITATEA ECOLOGICA BUCURESTI","Ecologic University of Bucharest","Personal translation of the name into English.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO08, RO05",,2008,,"National Institute of Statistics",05/02/2010,"Private",,2008,,"National Institute of Statistics","05.02.2010",1990,"http://www.ueb.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1990,"http://www.ueb.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","Yes","No","Present","No","No","Yes","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Master or pre-Bologna equivalent",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,8402,,2008,,"National Institute of Statistics",05/02/2010,16,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,313,,2008,,"National Institute of Statistics",05/02/2010,
"RO067","RO067","RO","UNIVERSITATEA EUROPEANA ""DRAGAN"" LUGOJ","""Dragan"" European University of Lugoj","Personal translation of the name into English.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO05",,2008,,"National Institute of Statistics",05/02/2010,"Private",,2008,,"National Institute of Statistics","05.02.2010",1993,"http://www.deu.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1993,"http://www.deu.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"National Institute of Statistics",05/02/2010,"Master or pre-Bologna equivalent",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,1360,,2008,,"National Institute of Statistics",05/02/2010,11,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,53,,2008,,"National Institute of Statistics",05/02/2010,
"RO015","RO015","RO","UNIVERSITATEA MARITIMA DIN CONSTANTA","Constanta Maritime University","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate tehnica","Tehnical university",,2008,,"National Institute of Statistics",05/02/2010,"RO02",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1990,"http://www.cmu-edu.eu/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1872,"http://www.cmu-edu.eu/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","No","No","Yes","No","No","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Master or pre-Bologna equivalent",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,4208,,2008,,"National Institute of Statistics",05/02/2010,34,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,163,,2008,,"National Institute of Statistics",05/02/2010,
"RO055","RO055","RO","UNIVERSITATEA NATIONALA DE APARARE ""CAROL I"" BUCURESTI","National Defence University ""Carol I""","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO08",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1991,"http://www.unap.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1889,"http://www.unap.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","No","No","Yes","No","No","No",,2008,"Confidential","National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,42,"Under military protection",2008,"Confidential","National Institute of Statistics",05/02/2010,207,"Under military protection",2008,"Confidential","National Institute of Statistics",05/02/2010,3,"Under military protection",2008,"Confidential","National Institute of Statistics",05/02/2010,433,"Under military protection",2008,"Confidential","National Institute of Statistics",05/02/2010,,"Under military protection",2008,"Confidential",,05/02/2010,45,"Under military protection",2008,"Confidential","National Institute of Statistics",05/02/2010,
"RO051","RO051","RO","UNIVERSITATEA NATIONALA DE MUZICA DIN BUCURESTI","National University of Music Bucharest","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO08",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",2001,"http://www.unmb.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1863,"http://www.unmb.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"National Institute of Statistics",05/02/2010,"Master or pre-Bologna equivalent",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,960,,2008,,"National Institute of Statistics",05/02/2010,47,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,211,,2008,,"National Institute of Statistics",05/02/2010,
"RO077","RO077","RO","UNIVERSITATEA ROMANA DE STIINTE SI ARTE "" GH. CRISTEA "" BUCURESTI","""Gheorghe Cristea"" Romanian University of Sciences and Arts of Bucharest","Personal translation of the name into English.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO08",,2008,,"National Institute of Statistics",05/02/2010,"Private",,2008,,"National Institute of Statistics","05.02.2010",1990,"http://www.ugc.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1990,"http://www.ugc.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","Present","Yes","No","No","No","No","No",,2008,,"National Institute of Statistics",05/02/2010,"Diploma",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,2503,,2008,,"National Institute of Statistics",05/02/2010,2,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,93,,2008,,"National Institute of Statistics",05/02/2010,
"RO078","RO078","RO","UNIVERSITATEA ROMANO - AMERICANA BUCURESTI","Romanian-American University of Bucharest","Personal translation of the name into English.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO08",,2008,,"National Institute of Statistics",05/02/2010,"Private",,2008,,"National Institute of Statistics","05.02.2010",1991,"http://www.rau.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1991,"http://www.rau.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","Yes","No","No","No","No","No",,2008,,"National Institute of Statistics",05/02/2010,"Diploma",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,13324,,2008,,"National Institute of Statistics",05/02/2010,212,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,514,,2008,,"National Institute of Statistics",05/02/2010,
"RO066","RO066","RO","UNIVERSITATEA ROMANO-GERMANA SIBIU","Roamanian-German University of Sibiu","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO07",,2008,,"National Institute of Statistics",05/02/2010,"Private",,2008,,"National Institute of Statistics","05.02.2010",1998,"http://www.roger-univ.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1998,"http://www.roger-univ.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","Yes","No","Present","No","No","No","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Master or pre-Bologna equivalent",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,1111,,2008,,"National Institute of Statistics",05/02/2010,2,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,40,,2008,,"National Institute of Statistics",05/02/2010,
"RO024","RO024","RO","UNIVERSITATEA TEHNICA ""GHEORGHE ASACHI"" DIN IASI","The ""Gheorghe Asachi"" Technical University of Iasi","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate tehnica","Tehnical university",,2008,,"National Institute of Statistics",05/02/2010,"RO01",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1993,"http://www.tuiasi.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1948,"http://www.tuiasi.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","No","Present","Yes","No","No","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,29,,2008,,"National Institute of Statistics",05/02/2010,15452,,2008,,"National Institute of Statistics",05/02/2010,194,,2008,,"National Institute of Statistics",05/02/2010,1438,,2008,,"National Institute of Statistics",05/02/2010,26,,2008,,"National Institute of Statistics",05/02/2010,1808,,2008,,"National Institute of Statistics",05/02/2010,
"RO043","RO043","RO","UNIVERSITATEA TEHNICA DE CONSTRUCTII DIN BUCURESTI","Technical University of Civil Engineering Bucharest","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate","University",,2008,,"National Institute of Statistics",05/02/2010,"RO08",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1994,"http://www.utcb.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1864,"http://www.utcb.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","Present","No","Present","Yes","No","No","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,396,,2008,,"National Institute of Statistics",05/02/2010,8697,,2008,,"National Institute of Statistics",05/02/2010,116,,2008,,"National Institute of Statistics",05/02/2010,472,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not available",,05/02/2010,1045,,2008,,"National Institute of Statistics",05/02/2010,
"RO009","RO009","RO","UNIVERSITATEA TEHNICA DIN CLUJ-NAPOCA"," Tehnical University of Cluj Napoca","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate tehnica","Tehnical university",,2008,,"National Institute of Statistics",05/02/2010,"RO06, RO07","Different establishments in the same NUTS region",2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1992,"www.utcluj.ro",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1920,"www.utcluj.ro",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","Present","No","No","Yes","No","No","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Doctorate",,2008,,"National Institute of Statistics",05/02/2010,54,,2008,,"National Institute of Statistics",05/02/2010,12312,,2008,,"National Institute of Statistics",05/02/2010,82,,2008,,"National Institute of Statistics",05/02/2010,1306,,2008,,"National Institute of Statistics",05/02/2010,26,,2008,,"National Institute of Statistics",05/02/2010,1470,,2008,,"National Institute of Statistics",05/02/2010,
"RO023","RO023","RO","UNIVERSITATEA TEHNICA DIN PETROSANI HUNEDOARA","University of Petrosani","Official name in English was taken from www.",2008,,"National Institute of Statistics",05/02/2010,"Universitate tehnica","Tehnical university",,2008,,"National Institute of Statistics",05/02/2010,"RO05",,2008,,"National Institute of Statistics",05/02/2010,"Public",,2008,,"National Institute of Statistics","05.02.2010",1990,"http://www.upet.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,1948,"http://www.upet.ro/",2008,"Unreliable or uncertain data","National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"Yes",,2008,,"National Institute of Statistics",05/02/2010,"No",,2008,,"National Institute of Statistics",05/02/2010,"No","No","No","Yes","Present","Yes","No","Present","Present","""Present""= Institutions where the number of registered students in that field is below 10% ",2008,,"National Institute of Statistics",05/02/2010,"Master or pre-Bologna equivalent",,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable","National Institute of Statistics",05/02/2010,6995,,2008,,"National Institute of Statistics",05/02/2010,20,,2008,,"National Institute of Statistics",05/02/2010,,,2008,"Not applicable",,05/02/2010,,,2008,"Not applicable",,05/02/2010,440,,2008,,"National Institute of Statistics",05/02/2010,
"SK031","9200","SK","AKADÉMIA OZBROJENÝCH SÍL GENERÁLA MILANA RASTISLAVA ŠTEFÁNIKA v Liptovskom Mikuláši","General Milan Rastislav Štefánik Armed Forces Academy in Liptovský Mikuláš",,2008,,"www.minedu.sk",31/08/2008,"Univerzita","University","The Arrangement No. 472/2007 of the Law Digest of the Ministry of Education of the Slovak Republic, where is published the list of higher education institutions, operating in the territory of the SR",2008,,"www.uips.sk",31/08/2008,"SK03",,2008,,"www.uips.sk",31/08/2008,"Public","The Law No. 131/2002 of the Law Digest on Higher Education and the Change and Supplements to some Laws",2008,,"www.uips.sk","31.08.2008",2007,,2008,,"www.uips.sk",31/08/2008,1973,,2008,,"www.uips.sk",31/08/2008,"No",,2008,,,,"Yes",,2008,,"www.uips.sk",31/08/2008,"No",,2008,,,,"No","No","No","Yes","Yes","Yes","No","No","No",,2008,,"sv11_1.dbf",31/10/2008,"Doctorate",,2008,,"sv12_1.dbf",31/12/2008,1,,2008,,"www.uips.sk",31/12/2008,278,,2008,,"sv11_01.dbf",31/10/2008,0,,2008,,"sv11_01.dbf",31/10/2008,0,"No students at ISCED 6 in the year 2008",2008,,"sv11_01.dbf",31/10/2008,0,,2008,,"sv11_01.dbf",31/10/2008,114,"there had available only survey about academic staff ",2008,,"sv11_01.dbf",31/10/2008,
